_id,sample_id,experiment_reference,experiment_id,lab,replicate,replicate_group,replicate_group_string,strain,strain_name,standard_type,control_type,media_type,inducer_type,inducer_concentration,inducer_concentration_unit,sample_contents,temperature,temperature_unit,timepoint,timepoint_unit,aliquot_id,flow_rate_uL/min,date_of_experiment,TX_plate_name,TX_project_name,TX_sample_name,total_counts,flow_volume,cells/mL
5f64cb3c9f9fa6f6f9f2ccf7,sample.duke_haase.c92e6aeef9b411ea9b37acde48001122.experiment.duke_haase.ethanol_20200916_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200916_FLOW,duke_haase,1,a513c5594e23c233fc191f2e0db337f022cc978b,"S288c_a | 22.0 | [3.5] | {""Ethanol"": [5.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,5.0,%,"['Ethanol|5.0|%', 'Media|YEPD|NA']",22.0,celsius,3.5,hour,,100,15-Sep-2020,NA,live_dead_ethanol_09162020,S288c,30000,10000,3000000.0
5f64cb71a8c12923d208aa8e,sample.duke_haase.c92e703ef9b411ea9b37acde48001122.experiment.duke_haase.ethanol_20200916_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200916_FLOW,duke_haase,1,e82c5e59e1c59c62ba1c3e29c683dfe05240c8c8,"S288c_a | 22.0 | [4.0] | {""Ethanol"": [5.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,5.0,%,"['Ethanol|5.0|%', 'Media|YEPD|NA']",22.0,celsius,4.0,hour,,100,15-Sep-2020,NA,live_dead_ethanol_09162020,S288c,30000,9000,3333333.33333
5f64cb2b58a8f92e7b6e1fae,sample.duke_haase.c92e7584f9b411ea9b37acde48001122.experiment.duke_haase.ethanol_20200916_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200916_FLOW,duke_haase,1,9f4907b8865c2d3ec009f499d6ec05bfb83eaedd,"S288c_a | 22.0 | [4.5] | {""Ethanol"": [5.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,5.0,%,"['Ethanol|5.0|%', 'Media|YEPD|NA']",22.0,celsius,4.5,hour,,100,15-Sep-2020,NA,live_dead_ethanol_09162020,S288c,30000,9000,3333333.33333
5f64cb72a8c12923d208aa99,sample.duke_haase.c92e7acaf9b411ea9b37acde48001122.experiment.duke_haase.ethanol_20200916_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200916_FLOW,duke_haase,1,68f7dbefd5244628a9eed7c255bdb77eb02d5c79,"S288c_a | 22.0 | [5.0] | {""Ethanol"": [5.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,5.0,%,"['Ethanol|5.0|%', 'Media|YEPD|NA']",22.0,celsius,5.0,hour,,100,15-Sep-2020,NA,live_dead_ethanol_09162020,S288c,30000,8000,3750000.0
5f64cb56ba5c51dbf7e2c8e4,sample.duke_haase.c92e8010f9b411ea9b37acde48001122.experiment.duke_haase.ethanol_20200916_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200916_FLOW,duke_haase,1,7b448ab7011e1fd2c0f63f6226b9dd5957144278,"S288c_a | 22.0 | [5.5] | {""Ethanol"": [5.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,5.0,%,"['Ethanol|5.0|%', 'Media|YEPD|NA']",22.0,celsius,5.5,hour,,100,15-Sep-2020,NA,live_dead_ethanol_09162020,S288c,30000,7000,4285714.28571
5f64cb73a8c12923d208aaa4,sample.duke_haase.c92e8556f9b411ea9b37acde48001122.experiment.duke_haase.ethanol_20200916_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200916_FLOW,duke_haase,1,425840eea250d79b500e8768438b59198246f627,"S288c_a | 22.0 | [6.0] | {""Ethanol"": [5.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,5.0,%,"['Ethanol|5.0|%', 'Media|YEPD|NA']",22.0,celsius,6.0,hour,,100,15-Sep-2020,NA,live_dead_ethanol_09162020,S288c,30000,7000,4285714.28571
5f64cb46e30f0792c919430a,sample.duke_haase.c92ec23cf9b411ea9b37acde48001122.experiment.duke_haase.ethanol_20200916_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200916_FLOW,duke_haase,5,975162f96bc886f5a7e8e4f35d03e761b5d69744,"beads_spherotech_rainbow | 22.0 | [] | {""Media"": [""YEPD""]} | FLOW | BEAD_FLUORESCENCE",beads_spherotech_rainbow,Fluorescent_beads,BEAD_FLUORESCENCE,,,,,,['Media|YEPD|NA'],22.0,celsius,,,,100,15-Sep-2020,NA,live_dead_ethanol_09162020,BEADS,30000,81000,370370.37037
5f6cbc89d6bea7b2de24d983,sample.duke_haase.22ff917efe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,7d6b80847125e4b03507bc6c5090eefd4b2e73cb,"S288c_a | 22.0 | [0.5] | {""Ethanol"": [20.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,0.5,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,22000,1363636.36364
5f6cbc79b345b4860d2a1bf1,sample.duke_haase.22ff987cfe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,c86b1403645bbd952c22eebe5cdf4580e67204df,"S288c_a | 22.0 | [1.0] | {""Ethanol"": [20.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,1.0,hour,,25,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,22000,1363636.36364
5f6cbc25bcbc89e907f4b745,sample.duke_haase.22ff9de0fe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,8c8263427cdea1065a3e0a7f178f628a48a3a2d1,"S288c_a | 22.0 | [1.5] | {""Ethanol"": [20.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,1.5,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,19000,1578947.36842
5f6cbc9f33b09dd07b80dee7,sample.duke_haase.22ffa33afe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,6a40992fe1b59c77286b590fffbb28eb3bd41107,"S288c_a | 22.0 | [2.0] | {""Ethanol"": [20.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,2.0,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,22000,1363636.36364
5f6cbc9383b0073904132730,sample.duke_haase.22ffa880fe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,6caf83092bf60e760b90f712dee031508b23d0e7,"S288c_a | 22.0 | [2.5] | {""Ethanol"": [20.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,2.5,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,24000,1250000.0
5f6cbc44969bf886193d75a2,sample.duke_haase.22ffadd0fe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,977007d02ef724bd20a1f86a8588d0faea4c44ee,"S288c_a | 22.0 | [3.0] | {""Ethanol"": [20.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,3.0,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,23000,1304347.82609
5f6cbc2a630a93414387b3ff,sample.duke_haase.22ffb316fe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,2d882f84c4557e57db8653b099503e46724f35d4,"S288c_a | 22.0 | [3.5] | {""Ethanol"": [20.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,3.5,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,22000,1363636.36364
5f6cbc7f7bc9b6cc0cdd4f6b,sample.duke_haase.22ffb8a2fe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,bf4a6f69099dc5136bd3619052136d9834a1a3c7,"S288c_a | 22.0 | [4.0] | {""Ethanol"": [20.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,4.0,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,23000,1304347.82609
5f6cbc6f81b3edfc5a842ffc,sample.duke_haase.22ffbed8fe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,6f4ace5e874881ba800d0d731d3b68530bec97fd,"S288c_a | 22.0 | [4.5] | {""Ethanol"": [20.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,4.5,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,24000,1250000.0
5f6cbc3a3f44e38f9adf4d59,sample.duke_haase.22ffc43cfe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,714ee6d34086eeaccf4f8afbe36ffa31e798cdf0,"S288c_a | 22.0 | [5.0] | {""Ethanol"": [20.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,5.0,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,24000,1250000.0
5f6cbc99f8dbe7afefe7652f,sample.duke_haase.22ffc98cfe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,3a3b84b076660a276c6cc8ffedc9759b69ad73ec,"S288c_a | 22.0 | [5.5] | {""Ethanol"": [20.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,5.5,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,23000,1304347.82609
5f6cbc541499b91c30224f6e,sample.duke_haase.22ffcedcfe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,99875cd930cd4835977a009abfd45e28aadcf8b2,"S288c_a | 22.0 | [6.0] | {""Ethanol"": [20.0], ""Media"": [""YEPD""], ""Sytox"": [250.0], ""Sytox_color"": [""orange""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA', 'Sytox_color|orange|NA', 'Sytox|250.0|nM']",22.0,celsius,6.0,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,22000,1363636.36364
5f6cbc6560841878566be447,sample.duke_haase.22ffd490fe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,2193f3f30aadc87670f20bc58bd2f27366a13f3c,"S288c_a | 22.0 | [0.5] | {""Ethanol"": [20.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA']",22.0,celsius,0.5,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,21000,1428571.42857
5f6cbc4f04607ccd469b6822,sample.duke_haase.22ffda9efe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,98758c9b6d02ff1a29377576abd1191814ffa522,"S288c_a | 22.0 | [1.0] | {""Ethanol"": [20.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA']",22.0,celsius,1.0,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,23000,1304347.82609
5f6cbca94744149a46d702b5,sample.duke_haase.22ffe2dcfe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,bc4bdf00df5e9bbe07265f317f9ccdf09dcd760d,"S288c_a | 22.0 | [1.5] | {""Ethanol"": [20.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA']",22.0,celsius,1.5,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,23000,1304347.82609
5f6cbc354e501a3459efa446,sample.duke_haase.22ffe8aefe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,1a5538addfeb58917be2c4f7034ef6464cf8845d,"S288c_a | 22.0 | [2.0] | {""Ethanol"": [20.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA']",22.0,celsius,2.0,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,22000,1363636.36364
5f6cbc4a47d095602cbbc214,sample.duke_haase.22ffef0cfe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,d3c42c983c86bc0e17b8252ed68e9e596b3ca7af,"S288c_a | 22.0 | [2.5] | {""Ethanol"": [20.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA']",22.0,celsius,2.5,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,22000,1363636.36364
5f6cbc3081bcf3314f703751,sample.duke_haase.22fff6befe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,a428b41ac825308a6553e9b7f72c511761282e40,"S288c_a | 22.0 | [3.0] | {""Ethanol"": [20.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA']",22.0,celsius,3.0,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,23000,1304347.82609
5f6cbc6ad3b70bd6565ee122,sample.duke_haase.22fffc86fe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,69bbdf38a278834b1e2523b24d5474d17506f5e1,"S288c_a | 22.0 | [3.5] | {""Ethanol"": [20.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA']",22.0,celsius,3.5,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,23000,1304347.82609
5f6cbc1fb75a656f2c2d9110,sample.duke_haase.230001fefe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,e8947749906a5509f164c70665438970c41e2fbd,"S288c_a | 22.0 | [4.0] | {""Ethanol"": [20.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA']",22.0,celsius,4.0,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,23000,1304347.82609
5f6cbc7415d4beb14407f00c,sample.duke_haase.23000758fe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,0b2ae7025e68d200ecb9821575a80927aa3704d6,"S288c_a | 22.0 | [4.5] | {""Ethanol"": [20.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA']",22.0,celsius,4.5,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,23000,1304347.82609
5f6cbc5ee905d8b702c5db7e,sample.duke_haase.23000ca8fe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,0fc790e770a22905a6e8328f25db24387df66927,"S288c_a | 22.0 | [5.0] | {""Ethanol"": [20.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA']",22.0,celsius,5.0,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,23000,1304347.82609
5f6cbc59437b5941e95977b7,sample.duke_haase.230011eefe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,472b5397f451e738c684192079db0d04dd378774,"S288c_a | 22.0 | [5.5] | {""Ethanol"": [20.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA']",22.0,celsius,5.5,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,23000,1304347.82609
5f6cbc844405bcbf31652de7,sample.duke_haase.2300173efe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,1,7f4bcaa4fd2bd6c1537f9fc16e4a0ba73adce46d,"S288c_a | 22.0 | [6.0] | {""Ethanol"": [20.0], ""Media"": [""YEPD""]} | FLOW | NO_STANDARD_TYPE",S288c_a,S288c_Mat-A,,,,Ethanol,20.0,%,"['Ethanol|20.0|%', 'Media|YEPD|NA']",22.0,celsius,6.0,hour,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,S288c,30000,22000,1363636.36364
5f6cbc3fa0cbbe256711688c,sample.duke_haase.23004efcfe6a11eabc56acde48001122.experiment.duke_haase.ethanol_20200922_FLOW,Duke-YeastSTATES-Ethanol-Time-Series-LiveDeadClassification,experiment.duke_haase.ethanol_20200922_FLOW,duke_haase,2,975162f96bc886f5a7e8e4f35d03e761b5d69744,"beads_spherotech_rainbow | 22.0 | [] | {""Media"": [""YEPD""]} | FLOW | BEAD_FLUORESCENCE",beads_spherotech_rainbow,Fluorescent_beads,BEAD_FLUORESCENCE,,,,,,['Media|YEPD|NA'],22.0,celsius,,,,100,22-Sep-2020,NA,live_dead_ethanol_09222020,BEADS,30000,87000,344827.58621
